Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Rpt-obj_Art-rppt_fra,Proj-desc_eng,Proj-desc_fra,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être",,,132974333,0
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Alberta Health Services, Calgary, Alberta","Alberta Health Services, Calgary, Alberta",0,316331
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Anderson ND (Dr), Winnipeg, Manitoba","Anderson ND (Dr), Winnipeg, Manitoba",0,251982
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Bourgault-Fagnou Psychology, Regina, Saskatchewan","Bourgault-Fagnou Psychology, Regina, Saskatchewan",0,311516
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Calian, Ottawa, Ontario","Calian, Ottawa, Ontario",0,3777818
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Department of Health, Ottawa, Ontario","Ministère de la Santé, Ottawa, Ontario",0,1603280
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Department of Veterans Affairs, Charlottetown, Prince Edward Island","Ministère des Anciens Combattants, Charlottetown, Île-du-Prince-Édouard",0,118815065
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Dr Francis Bowen Medical Professional Corporation, Regina, Saskatchewan","Dr Francis Bowen Medical Professional Corporation, Regina, Saskatchewan",0,277350
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Dr Murray Abrams Psychological Services, Regina, Saskatchewan","Dr Murray Abrams Pyschological Services, Regina, Saskatchewan",0,334565
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Dr R E Nesbitt Medical Professional Corporation, Pilot Butte, Saskatchewan","Dr R E Nesbitt Medical Professional Corporation, Pilot Butte, Saskatchewan",0,204326
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Schmalz Consulting Ltd, Calgary, Alberta","Schmalz Consulting Ltd, Calgary, Alberta",0,450200
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Seaman J (Dr), Regina, Saskatchewan","Seaman J (Dr), Regina, Saskatchewan",0,204750
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",45,"Health and Welfare Services","Services de santé et de bien-être","Service payments under $100,000 (724 payees)","Paiements de service inférieurs à 100 000$ (724 bénéficiaires)",0,6427150
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection",,,147653680,0
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Anishinabek Police Service, Garden River, Ontario","Service de police de Anishinabek, Garden River, Ontario",0,147680
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","AB Fire Safety Consultant Inc, Edmonton, Alberta","AB Fire Safety Consultant Inc, Edmonton, Alberta",0,121400
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Blood Tribe Police Service, Stand Off, Alberta","Service de police de Blood Tribe, Stand Off, Alberta",0,179914
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Camrose Police Service, Camrose, Alberta","Service de police de Camrose, Camrose, Alberta",0,113682
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Cape Breton Regional Police Service, Sydney, Nova Scotia","Service de police régional du Cap Breton, Sydney, Nouvelle-Écosse",0,361506
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Chippewas of Rama First Nation, Rama, Ontario","Chippewas of Rama First Nation, Rama, Ontario",0,143720
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Abbotsford, Abbotsford, British Columbia","Ville d'Abbotsford, Abbotsford, Colombie-Britannique",0,4411140
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Brandon, Brandon, Manitoba","Ville de Brandon, Brandon, Manitoba",0,159005
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Calgary, Calgary, Alberta","Ville de Calgary, Calgary, Alberta",0,8965376
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Edmonton, Edmonton, Alberta","Ville d'Edmonton, Edmonton, Alberta",0,16807462
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Fredericton, Fredericton, New Brunswisk","Ville de Fredericton, Fredericton, Nouveau-Brunswick",0,149810
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Gatineau, Gatineau, Quebec","Ville de Gatineau, Gatineau, Québec",0,182407
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Grande Prairie, Grande Prairie, Alberta","Ville de Grande Prairie, Grande Prairie, Alberta",0,900564
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Lacombe, Lacombe, Alberta","Ville de Lacombe, Lacombe, Alberta",0,167530
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Lethbridge, Lethbridge, Alberta","Ville de Lethbridge, Lethbridge, Alberta",0,1263291
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Longueuil, Longueuil, Quebec","Ville de Longueuil, Longueuil, Québec",0,130685
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Medicine Hat, Medicine Hat, Alberta","Ville de Medicine Hat, Medicine Hat, Alberta",0,1921357
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Montréal, Montréal, Quebec","Ville de Montréal, Montréal, Québec",0,4903581
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Nelson, Nelson, British Columbia","Ville de Nelson, Nelson, Colombie-Britannique",0,598228
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Ottawa, Ottawa, Ontario","Ville d'Ottawa, Ottawa, Ontario",0,108521
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Port Moody, Port Moody, British Columbia","Ville de Port Moody, Port Moody, Colombie-Britannique",0,1611267
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Red Deer, Red Deer, Alberta","Ville de Red Deer, Red Deer, Alberta",0,160185
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Saint John, Saint John, New Brunswick","Ville de Saint John, Saint John, Nouveau-Brunswick",0,233484
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Saskatoon, Saskatoon, Saskatchewan","Ville de Saskatoon, Saskatoon, Saskatchewan",0,736855
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Surrey, Surrey, British Columbia","Ville de Surrey, Surrey, Colombie-Britannique",0,158439
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","City of Vancouver, Vancouver, British Columbia","Ville de Vancouver, Vancouver, Colombie-Britannique",0,16826761
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Commissionaires, Ottawa, Ontario","Commissionnaires, Ottawa, Ontario",0,58034492
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Corporation of the City of Victoria, Victoria, British Columbia","Corporation de la ville de Victoria, Victoria, Colombie-Britannique",0,943339
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Corporation of the District of Oak Bay, Victoria, British Columbia","Corporation du district de Oak Bay, Victoria, Colombie-Britannique",0,494596
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Corporation of the District of Saanich, Victoria, British Columbia","Corporation du district de Saanich, Victoria, Colombie-Britannique",0,1567331
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Corporation of the District of West Vancouver, West Vancouver, British Columbia","Corporation du district de West Vancouver, West Vancouver, Colombie-Britannique",0,2018496
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Corporation of Delta, Delta, British Columbia","Corporation de Delta, Delta, Colombie-Britannique",0,3433451
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,909335
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","District of Central Saanich, Saanichton, British Columbia","District de Central Saanich, Saanichton, Colombie-Britannique",0,766047
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Durham Regional Police Service, Whitby, Ontario","Service de police régional de Durham, Whitby, Ontario",0,294391
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Financial Market Authority, Québec, Quebec","Autorité des marchés financiers, Québec, Québec",0,174696
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Halifax Regional Municipality, Halifax, Nova Scotia","Municipalité régionale d'Halifax, Halifax, Nouvelle-Écosse",0,317666
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Hamilton Police Service, Hamilton, Ontario","Service de police de Hamilton, Hamilton, Ontario",0,120567
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Kennebecasis Regional Joint Board of Police Commissioners, Quispamsis, New Brunswick","Comité mixte régional des services de police de Kennebecasis, Quispamsis, Nouveau-Brunswick",0,202698
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","New Westminster Police Service, New Westminster, British Columbia","Service de police de New Westminster, New Westminster, Colombie-Britannique",0,4271077
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Nishnawbe-Aski Police Service, Thunder Bay, Ontario","Service de police de Nishnawbe-Aski, Thunder Bay, Ontario",0,147680
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Organized Crime Agency of British Columbia, Surrey, British Columbia","Agence du crime organisé de la Colombie-Britannique, Surrey, Colombie-Britannique",0,465414
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Pekuakamiulnuatsh Takuhikan, Mashteuiatsh, Quebec","Pekuakamiulnuatsh Takuhikan, Mashteuiatsh, Québec",0,151944
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Province of Alberta, Edmonton, Alberta","Province de l'Alberta, Edmonton, Alberta",0,1949829
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Province of Newfoundland and Labrador, St John's, Newfoundland and Labrador","Province de Terre-Neuve-et-Labrador, St John's, Terre-Neuve-et-Labrador",0,121075
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Province of Ontario, Toronto, Ontario","Province de l'Ontario, Toronto, Ontario",0,680488
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Province of Quebec, Montréal, Quebec","Province du Québec, Montréal, Québec",0,2657102
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Regina Police Service, Regina, Saskatchewan","Service de police de Regina, Regina, Saskatchewan",0,328510
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Region of Peel, Brampton, Ontario","Région de Peel, Brampton, Ontario",0,504314
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Regional Municipality of Wood Buffalo, Fort McMurray, Alberta","Municipalité régionale de Wood Buffalo, Fort McMurray, Alberta",0,1473917
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Regional Municipality of York, Aurora, Ontario","Municipalité régionale de York, Aurora, Ontario",0,158978
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Service payments under $100,000 (113 payees)","Paiements de service inférieurs à 100 000$ (113 bénéficiaires)",0,1019902
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Sifec North Inc, Rankin Inlet, Nunavut","Les Entreprises Sifec Nord Inc, Rankin Inlet, Nunavut",0,200142
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Six Nations Police Commission, Ohsweken, Ontario","Six Nations Police Commission, Ohsweken, Ontario",0,147680
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Sûreté du Québec, Montréal, Quebec","Sûreté du Québec, Montréal, Québec",0,112019
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Toronto Police Service, Toronto, Ontario","Service de police de Toronto, Toronto, Ontario",0,266497
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Town of Taber, Taber, Alberta","Ville de Taber, Taber, Alberta",0,154751
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","TransLink, New Westminster, British Columbia","TransLink, New Westminster, Colombie-Britannique",0,1537959
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Treaty Three Police Service, Kenora, Ontario","Service de police de Treaty Three, Kenora, Ontario",0,147680
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","Tyco Integrated Fire & Security, Mississauga, Ontario","Tyco Feu et Sécurité Intégrés, Mississauga, Ontario",0,299116
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",46,"Protection Services","Services de protection","UTC Fire & Security Canada Inc, Mississauga, Ontario","UTC Fire & Security Canada Inc, Mississauga, Ontario",0,116651
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques",,,83380613,0
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","iPSS Inc, Ottawa, Ontario","iPSS Inc, Ottawa, Ontario",0,162025
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Accenture Inc, Ottawa, Ontario","Accenture Inc, Ottawa, Ontario",0,521066
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Artemp Personnel Services, Ottawa, Ontario","Artemp Personnel Services, Ottawa, Ontario",0,396058
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Aveni Inc, Ottawa, Ontario","Aveni Inc, Ottawa, Ontario",0,175200
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","ADGA Group Inc, Ottawa, Ontario","Groupe ADGA Inc, Ottawa, Ontario",0,453904
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Babel Street, Reston, Virginia","Babel Street, Reston, Virginie",0,354931
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","BEVA Global Management Inc, Ottawa, Ontario","BEVA Global Management Inc, Ottawa, Ontario",0,254067
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Cache Consulting, Ottawa, Ontario","Cache Consulting, Ottawa, Ontario",0,3236839
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Capital Region Emergency Service Telecommunications Inc, Victoria, British Columbia","Capital Region Emergency Service Telecommunications Inc, Victoria, Colombie-Britannique",0,1319816
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Cistel Technology Inc, Ottawa, Ontario","Cistel Technology Inc, Ottawa, Ontario",0,773645
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Coradix Technology Consulting Ltd, Ottawa, Ontario","Coradix Technology Consulting Ltd, Ottawa, Ontario",0,1196798
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Dalian Enterprises Inc, Ottawa, Ontario","Dalian Enterprises Inc, Ottawa, Ontario",0,222543
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,1038422
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Emerion Inc, Ottawa, Ontario","Emerion Inc, Ottawa, Ontario",0,488278
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Ernst & Young LLP, Ottawa, Ontario","Ernst & Young LLP, Ottawa, Ontario",0,218042
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","EComm Emergency Communications for Southwest British Columbia Inc, Vancouver, British Columbia","EComm Emergency Communications for Southwest British Columbia Inc, Vancouver, Colombie-Britannique",0,14965717
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Gartner Inc, Ottawa, Ontario","Gartner Inc, Ottawa, Ontario",0,454426
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Government of Yukon, Whitehorse, Yukon","Gouvernement du Yukon, Whitehorse, Yukon",0,2453548
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Maplesoft Group, Ottawa, Ontario","Maplesoft Group, Ottawa, Ontario",0,294086
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Microsoft Corporation, Mississauga, Ontario","Microsoft Corporation, Mississauga, Ontario",0,10133667
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Modis Canada Inc, Ottawa, Ontario","Modis Canada Inc, Ottawa, Ontario",0,3586591
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Motorola Solutions Inc, Toronto, Ontario","Motorola Solutions Inc, Toronto, Ontario",0,507628
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","NRNS Inc, Ottawa, Ontario","NRNS Inc, Ottawa, Ontario",0,257940
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Orangutech Inc, Ottawa, Ontario","Orangutech Inc, Ottawa, Ontario",0,430883
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Prime Corp, Vancouver, British Columbia","Prime Corp, Vancouver, Colombie-Britannique",0,9891737
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Province of New Brunswick, Fredericton, New Brunswick","Province du Nouveau-Brunswick, Fredericton, Nouveau-Brunswick",0,2790277
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Province of Nova Scotia, Halifax, Nova Scotia","Province de la Nouvelle-Écosse, Halifax, Nouvelle-Écosse",0,3396050
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Province of Prince Edward Island, Charlottetown, Prince Edward Island","Province de l'Île-du-Prince-Édouard, Charlottetown, Île-du-Prince-Édouard",0,512646
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","S i Systems, Calgary, Alberta","S i Systèmes, Calgary, Alberta",0,4673161
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Secur-ITech Distribution Inc, Dorval, Quebec","Secur-ITech Distribution Inc, Dorval, Québec",0,340954
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Service payments under $100,000 (164 payees)","Paiements de service inférieurs à 100 000$ (164 bénéficiaires)",0,3908995
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Shared Services Canada, Ottawa, Ontario","Services partagés Canada, Ottawa, Ontario",0,4635890
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","Systematix IT Solutions Inc, Ottawa, Ontario","Systematix Technologies de l'Information Inc, Ottawa, Ontario",0,883510
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","SAP Canada Inc, Toronto, Ontario","SAP Canada Inc, Toronto, Ontario",0,254359
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","The District of North Cowichan, Duncan, British Columbia","The District of North Cowichan, Duncan, Colombie-Britannique",0,110861
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","The Halifax Computer Consulting, Ottawa, Ontario","The Halifax Computer Consulting, Ottawa, Ontario",0,596419
2021/2022,21,"Public Safety","Sécurité publique",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada",47,"Informatics Services","Services informatiques","The VCAN Group Inc, Ottawa, Ontario","Le Groupe VCAN Inc, Ottawa, Ontario",0,957713
