Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","T Spear Electric Ltd, Upper Letang, New Brunswick","T Spear Electric Ltd, Upper Letang, Nouveau-Brunswick","Electrical upgrades, Deer Island, New Brunswick","Améliorations électriques, Deer Island, Nouveau-Brunswick",636880,136388,636880
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Valley Structures Ltd, Perth-Andover, New Brunswick","Valley Structures Ltd, Perth-Andover, Nouveau-Brunswick","Marine installations, Whitehead, Nova Scotia","Installations marines, Whitehead, Nouvelle-Écosse",723698,88453,723698
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Zutphen Contractors Inc, Southwest Mabou, Nova Scotia","Zutphen Contractors Inc, Southwest Mabou, Nouvelle-Écosse","Containment cell construction, Little River, Nova Scotia","Construction d'une cellule de confinement, Little River, Nouvelle-Écosse",1410701,0,1410672
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Zutphen Contractors Inc, Southwest Mabou, Nova Scotia","Zutphen Contractors Inc, Southwest Mabou, Nouvelle-Écosse","Wharf reconstruction, Ingonish, Nova Scotia","Reconstruction du quai, Ingonish, Nouvelle-Écosse",8553429,5148996,8339803
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Tridon Communications, Edmonton, Alberta","Tridon Communications, Edmonton, Alberta","Communication towers and supporting infrastructure, Calvert Island, British Columbia","Tours de communication et l'infrastructure de soutien, Calvert Island, Colombie-Britannique",7403767,919339,6377346
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Joneljim Concrete Construction Limited, Sydney, Nova Scotia","Joneljim Concrete Construction Limited, Sydney, Nouvelle-Écosse","Mechanical and sprinkler system upgrades at the Canadian Coast Guard College, Sydney, Nova Scotia","Modernisation de systèmes mécaniques et de systèmes d'extincteurs automatiques au Collège de la Garde côtière canadienne, Sydney, Nouvelle-Écosse",8549880,349148,8158130
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Luxton Construction Inc, Delta, British Columbia","Luxton Construction Inc, Delta, Colombie-Britannique","Marine infrastructure, Hartley Bay, British Columbia","Infrastructure maritime, Hartley Bay, Colombie-Britannique",6652200,0,6652198
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Vancouver Pile Driving Ltd, North Vancouver, British Columbia","Vancouver Pile Driving Ltd, North Vancouver, Colombie-Britannique","Fabrication and delivery of concrete floats for two stations, various locations, British Columbia","Fabrication et livraison de modules flottants en béton pour deux stations, divers lieux, Colombie-Britannique",5157844,0,5157844
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","CCM Construction Ltd, Sidney, British Columbia","CCM Construction Ltd, Sidney, Colombie-Britannique","CCG SAR crew residence construction and float services, Hartley Bay, British Columbia","Construction d'une résidence pour l'équipage SAR de la GCC et services de quai flottant, Hartley Bay, Colombie-Britannique",3980986,160498,3980986
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Vancouver Pile Driving Ltd, North Vancouver, British Columbia","Vancouver Pile Driving Ltd, North Vancouver, Colombie-Britannique","Fabrication and delivery of concrete floats, Victoria, British Columbia","Fabrication et livraison de modules flottants en béton, Victoria, Colombie-Britannique",11306176,2994903,10620907
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","West Coast Tug & Barge Ltd, Campbell River, British Columbia","West Coast Tug & Barge Ltd, Campbell River, Colombie-Britannique","Tug and Barge services for reconstruction of navigational aids, Haida Gwaii, British Columbia","Services de remorqueurs et de barges pour reconstruire les aides à la navigation, Haida Gwaii, British Columbia",1638930,401910,1484280
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","West Coast Tug & Barge Ltd, Campbell River, British Columbia","West Coast Tug & Barge Ltd, Campbell River, Colombie-Britannique","Tug and Barge services for reconstruction of navigational aids, Southern Gulf Islands, British Columbia","Services de remorqueurs et de barges pour reconstruire les aides à la navigation, Îles du sud du golfe, Colombie-Britannique",979000,0,639179
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","I Matheson & Co (1974) Ltd, New Glasgow, Nova Scotia","I Matheson & Co (1974) Ltd, New Glasgow, Nouvelle-Écosse","Marine buoys installation for the Sydney harbour project, Sydney, Nova Scotia","Installation maritime pour des bouées pour le port de Sydney, Sydney, Nouvelle-Écosse",416200,0,116200
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","JCL Investments Inc, Corner Brook, Newfoundland and Labrador","JCL Investments Inc, Corner Brook, Terre-Neuve-et-Labrador","Fishway replacement, Lomond, Newfoundland and Labrador","Remplacement de la passe migratoire, Lomond, Terre-Neuve-et-Labrador",6921712,1051000,6730800
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pittman's Enterprises Limited, St Paul's, Newfoundland and Labrador","Pittman's Enterprises Limited, St Paul's, Terre-Neuve-et-Labrador","Net zero building upgrade, St. Lewis, Newfoundland and Labrador","Mise à niveau d'un bâtiment à zéro émission nette, St. Lewis, Terre-Neuve-et-Labrador",1517667,39487,1517667
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","McNally Construction Inc, Hamilton, Ontario","McNally Construction Inc, Hamilton, Ontario","Cribwork wharf replacement at Bedford Institute of Oceanography, Dartmouth, Nova Scotia","Remplacement du quai à encoffrement à l'Institut océanographique de Bedford, Dartmouth, Nouvelle-Écosse",25476164,11367475,25476164
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Hastings Painting Corporation, Windsor, Ontario","Hastings Painting Corporation, Windsor, Ontario","Lighthouse repairs, Louisbourg, Nova Scotia","Réparations de phare, Louisbourg, Nouvelle-Écosse",1633875,727154,1633875
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Natural Forces Solar Inc, Halifax, Nova Scotia","Natural Forces Solar Inc, Halifax, Nouvelle-Écosse","Solar photo voltaic system installation, Sydney, Nova Scotia","Installation d'un système solaire photovoltaïque, Sydney, Nouvelle-Écosse",784498,135000,784498
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Construction Technipro, Rimouski, Quebec","Construction Technipro, Rimouski, Québec","Conversion of the heat pump water system at Maurice Lamontagne Institute, Mont-Joli, Quebec","Conversion du système de chauffage de l'eau des thermopompes à l'Institut Maurice Lamontagne, Mont-Joli, Québec",1093151,282487,1093120
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","2220742 Ontario Ltd, Amherstburg, Ontario","2220742 Ontario Ltd, Amherstburg, Ontario","Wharf inspections and repairs, Amherstburg, Ontario","Inspections et réparation du quai, Amherstburg, Ontario",1546262,0,1546262
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Architecture49 Incorporated, Winnipeg, Manitoba","Architecture49 Incorporated, Winnipeg, Manitoba","Major capital projects at Freshwater Institute, Winnipeg, Manitoba","Grands projets d'immobilisation à l'Institut des eaux douces, Winnipeg, Manitoba",1829211,0,1829211
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Brookfield Global Integrated Solutions Canada LP, Markham, Ontario","Brookfield Global Integrated Solutions Canada LP, Markham, Ontario","Freshwater Institute de-chlorination system, Winnipeg, Manitoba","Système de déchloration à l'Institut des eaux douces, Winnipeg, Manitoba",3193922,432328,3193922
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Brookfield Global Integrated Solutions Canada LP, Markham, Ontario","Brookfield Global Integrated Solutions Canada LP, Markham, Ontario","Major capital projects at Freshwater Institute, Winnipeg, Manitoba","Grands projets d'immobilisation à l'Institut des eaux douces, Winnipeg, Manitoba",1139415,0,48864
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Brookfield Global Integrated Solutions Canada LP, Markham, Ontario","Brookfield Global Integrated Solutions Canada LP, Markham, Ontario","Freshwater Institute installation of chilled water lines, Winnipeg, Manitoba","Installation des conduites d'eau réfrigérée à l'Institut des eaux douces, Winnipeg, Manitoba",1476413,401602,1476413
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Greenlight General Contracting Inc, Tecumseh, Ontario","Greenlight General Contracting Inc, Tecumseh, Ontario","CCG base wharf phase II, Amherstburg, Ontario","Phase II du quai de la base de la GCC, Amherstburg, Ontario",1631806,1177953,1631806
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","851791 NWT Ltd, Hay River, Northwest Territories","851791 NWT Ltd, Hay River, Territoires du Nord-Ouest","Wharf reconstruction and site restoration, Hay River, Northwest Territories","Reconstruction du quai et restauration du site, Hay River, Territoires du Nord-Ouest",3854170,513496,3854170
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Houle Electric Limited, Burnaby, British Columbia","Houle Electric Limited, Burnaby, Colombie-Britannique","Institute of Ocean Sciences fire alarm replacement, Sidney, British Columbia","Remplacement du système d'alarme incendie à l'Institut des sciences de la mer, Sidney, Colombie-Britannique",1782502,107533,1625940
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Matcon Environmental Ltd, Coquitlam, British Columbia","Matcon Environmental Ltd, Coquitlam, Colombie-Britannique","Pacific Salmon Strategy Initiative Chehalis tub farm phase 1, Agassiz, British Columbia","Initiative de la stratégie pour le saumon du Pacifique ferme de cuves Chehalis phase 1, Agassiz, Colombie-Britannique",696682,93306,693129
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Clearway Construction Inc, Maple, Ontario","Clearway Construction Inc, Maple, Ontario","Saltwater intake and pumphouse upgrade for Pacific Science Enterprise Centre, West Vancouver, British Columbia","Prise d'eau salée et modernisation de la station de pompage du Centre d'entreprise scientifique du Pacifique, West Vancouver, Colombie-Britannique",1809524,850820,1809524
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Boomchain Mining Inc, 108 Mile Ranch, British Columbia","Boomchain Mining Inc, 108 Mile Ranch, Colombie-Britannique","Nitinat aeration tower reconstruction, Nitinat Lake, British Columbia","Reconstruction de la tour d'aération Nitinat, Nitinat Lake, Colombie-Britannique",640323,486843,636843
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Barry's Bulldozing, Rosedale, British Columbia","Barry's Bulldozing, Rosedale, Colombie-Britannique","Hell's Gate temporary road, Boston Bar, British Columbia","Route temporaire de Hell's Gate, Boston Bar, Colombie-Britannique",372538,122538,372538
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Matcon Environmental Ltd, Coquitlam, British Columbia","Matcon Environmental Ltd, Coquitlam, Colombie-Britannique","Light station power generator system, Estevan Point, British Columbia","Système de générateur électrique du phare, Estevan Point, Colombie-Britannique",445904,326373,326373
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Webster Electric, Courtenay, British Columbia","Webster Electric, Courtenay, Colombie-Britannique","French Creek HVAC and electrical refurbishment, Parksville, British Columbia","French Creek CVC et rénovation électrique, Parksville, Colombie-Britannique",368421,43037,368421
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Les Constructions Des Iles, L'Etang-du-Nord, Quebec","Les Constructions Des Iles, L'Etang-du-Nord, Quebec","Manufacture and installation of docks due to hurricane Fiona, L'Île d'Entrée, Quebec","Fabrication et installation de quais suite à l'ouragan Fiona, L'Île d'Entrée, Québec",365889,152639,365889
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Expertech Marine Inc, Quebec, Quebec","Expertech Marine inc, Québec, Québec","Cathodic protection of wharf, Rivière-au-Renard, Quebec","Protection cathodique du quai, Rivière-au-Renard, Québec",288432,76125,76125
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Les Entreprises Larebel Inc, L'Etang-du-Nord, Québec","Les Entreprises Larebel Inc, L'Etang-du-Nord, Québec","Rockfill of wharf due to hurricane Fiona, L'Île d'Entrée, Quebec","Remblai rocheux du quai suite à l'ouragan Fiona, L'Île d'Entrée, Québec",760011,760011,760011
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Construction LFG Inc, Carleton Sur Mer, Quebec","Construction LFG Inc, Carleton Sur Mer, Québec","Construction of a waterfront dock, Pointe-Basse, Quebec","Construction quai riverain, Pointe-Basse, Québec",4640136,4311808,4311808
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Construction LFG Inc, Carleton Sur Mer, Quebec","Construction LFG Inc, Carleton Sur Mer, Québec","Breakwater construction Etang-du-Nord wharf, Magdalen Islands, Quebec","Construction de brise-lames au quai de l'Étang-du-Nord, Les Îles-de-la-Madeleine, Québec",6576026,4322069,4322069
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Sani-Sable LB Inc, Maria, Quebec","Sani-Sable LB Inc, Maria, Québec","Dolosse and rocks for breakwater 302 Étang-du-Nord wharf, Magdalen Islands, Quebec","Dolosse et pierre pour le brise-lames 302 quai de l'Étang-du-Nord, Les Îles-de-la-Madeleine, Québec",1147594,1147594,1147594
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Sani-Sable LB Inc, Maria, Quebec","Sani-Sable LB Inc, Maria, Québec","Construction of floating docks for the Grande-Entrée harbour following the fire, Magdalen Islands, Quebec","Construction de pontons pour le quai de Grande-Entrée suite à l'incendie, Les Îles-de-la-Madeleine, Québec",720200,720200,720200
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Les Constructions Des Iles, L'Etang-du-Nord, Quebec","Les Constructions Des Iles, L'Etang-du-Nord, Quebec","Construction of Grande-Entrée commercial wharf due to hurricane Fiona, Magdalen Islands, Quebec","Construction quai commercial de Grande-Entrée suite à l'ouragan Fiona, Les Îles-de-la-Madeleine, Québec",1050654,1050654,1050654
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Les entreprises PEC Inc, New Richmond, Quebec","Les entreprises PEC Inc, New Richmond, Québec","Revitalization of Newport fishing harbour phase 2, Quebec, Quebec","Revitalisation du havre de pêche Newport phase 2, Québec, Québec",3153156,2272590,2272590
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Marine Contractors Inc, Corner Brook, Newfoundland and Labrador","Marine Contractors Inc, Corner Brook, Terre-Neuve-et-Labrador","Harbour development, Lark Harbour, Newfoundland and Labrador","Aménagement du port, Lark Harbour, Terre-Neuve-et-Labrador",9444695,2992378,2992378
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","JCL Investments Inc, Corner Brook, Newfoundland and Labrador","JCL Investments Inc, Corner Brook, Terre-Neuve-et-Labrador","Wharf reconstruction, Frenchman's Cove, Newfoundland and Labrador","Reconstruction du quai, Frenchman's Cove, Terre-Neuve-et-Labrador",7899075,2595861,2595861
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Wharf and breakwater reconstruction, Blue Beach, Newfoundland and Labrador","Reconstruction du quai et du brise-lames, Blue Beach, Terre-Neuve-et-Labrador",5617000,1077709,1077709
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Breakwater extension, Bay de Verde, Newfoundland and Labrador","Prolongement du brise-lames, Bay de Verde, Terre-Neuve-et-Labrador",5371000,1077750,1077750
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Wharf reconstruction, Arnold's Cove, Newfoundland and Labrador","Reconstruction du quai, Arnold's Cove, Terre-Neuve-et-Labrador",4350000,1000000,1000000
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Wharf reconstruction, Margaree, Newfoundland and Labrador","Reconstruction du quai, Margaree, Terre-Neuve-et-Labrador",3638000,1887700,1887700
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Exploits Welding and Machine Shop Ltd, Grand Falls-Windsor, Newfoundland and Labrador","Exploits Welding and Machine Shop Ltd, Grand Falls-Windsor, Terre-Neuve-et-Labrador","Wharf reconstruction, Torbay, Newfoundland and Labrador","Reconstruction du quai, Torbay, Terre-Neuve-et-Labrador",3394097,0,0
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Coady Construction & Excavating Ltd, Torbay, Newfoundland and Labrador","Coady Construction & Excavating Ltd, Torbay, Terre-Neuve-et-Labrador","Wharf reconstruction, Grand Bank, Newfoundland and Labrador","Reconstruction du quai, Grand Bank, Terre-Neuve-et-Labrador",3181879,2152910,2152910
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Wharf reconstruction, St Lawrence, Newfoundland and Labrador","Reconstruction du quai, St Lawrence, Terre-Neuve et Labrador",2623425,749585,749585
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pittman's Enterprises Limited, St Paul's, Newfoundland and Labrador","Pittman's Enterprises Limited, St Paul's, Terre-Neuve-et-Labrador","Wharf construction, Pinsent's Arm, Newfoundland and Labrador","Construction du quai, Pinsent's Arm, Terre-Neuve et Labrador",2358128,0,0
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pittman's Enterprises Limited, Cow Head, Newfoundland and Labrador","Pittman's Enterprises Limited, Cow Head, Terre-Neuve-et-Labrador","Floating dock and slipway reconstruction, Ramea, Newfoundland and Labrador","Reconstruction du quai flottant et d'une cale de halage, Ramea, Terre-Neuve-et-Labrador",1366963,1172963,1172963
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd, St. John's, Newfoundland and Labrador","RJG Construction Ltd, St. John's, Terre-Neuve-et-Labrador","Wharf reconstruction, Harbour Breton, Newfoundland and Labrador","Reconstruction du quai, Harbour Breton, Terre-Neuve-et-Labrador",899051,899051,899051
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Floyd's Construction Ltd, Rocky Harbour, Newfoundland and Labrador","Floyd's Construction Ltd, Rocky Harbour, Terre-Neuve-et-Labrador","Wharf reconstruction, Port aux Choix, Newfoundland and Labrador","Reconstruction du quai, Port aux Choix, Terre-Neuve-et-Labrador",647845,647845,647845
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Midshore Construction Limited, St. John's, Newfoundland and Labrador","Midshore Construction Limited, St. John's, Terre-Neuve-et-Labrador","Wharf access reconstruction, Port de Grave, Newfoundland and Labrador","Reconstruction de l'accès au quai, Port de Grave, Terre-Neuve-et-Labrador",584165,584165,584165
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Coady Construction & Excavating Ltd, Torbay, Newfoundland and Labrador","Coady Construction & Excavating Ltd, Torbay, Terre-Neuve-et-Labrador","Shoreline protection repairs, Musgrave Harbour, Newfoundland and Labrador","Réparation de la protection du littoral, Musgrave Harbour, Terre-Neuve-et-Labrador",483500,483500,483500
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Exploits Welding and Machine Shop Ltd, Grand Falls-Windsor, Newfoundland and Labrador","Exploits Welding and Machine Shop Ltd, Grand Falls-Windsor, Terre-Neuve-et-Labrador","Floating dock reconstruction, L'Anse au Loup, Newfoundland and Labrador","Reconstruction du quai flottant, L'Anse au Loup, Terre-Neuve et Labrador",386600,386600,386600
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Black Diamond Construction Limited, Paradise, Newfoundland and Labrador","Black Diamond Construction Limited, Paradise, Terre-Neuve-et-Labrador","Shoreline protection repairs, Harbour Grace, Newfoundland and Labrador","Réparation de la protection du littoral, Harbour Grace, Terre-Neuve-et-Labrador",363900,363900,363900
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc, Paradise, Newfoundland and Labrador","AFN Engineering Inc, Paradise, Terre-Neuve-et-Labrador","Inspection services, Channel Port aux Basques, Newfoundland and Labrador","Services d'inspection, Channel Port aux Basques, Terre-Neuve et Labrador",304248,162356,162356
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc, Paradise, Newfoundland and Labrador","AFN Engineering Inc, Paradise, Terre-Neuve-et-Labrador","Hurricane Fiona inspection services, Rose Blanche, Newfoundland and Labrador","Services d'inspection après l'ouragan Fiona, Rose Blanche, Terre-Neuve-et-Labrador",299308,121469,121469
2024/2025,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc, Paradise, Newfoundland and Labrador","AFN Engineering Inc, Paradise, Terre-Neuve-et-Labrador","Inspection services, Carmanville, Newfoundland and Labrador","Services d'inspection, Carmanville, Terre-Neuve-et-Labrador",298300,100350,100350
