Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Graham Construction & Engineering Inc., Winnipeg, Manitoba","Graham Construction & Engineering Inc., Winnipeg, Manitoba","Port of entry expansion, North Portal, Saskatchewan","Extension du Port d'entrée, North Portal, Saskatchewan",20022005,4185690,20022005
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Importations Guay Ltée, St-Bernard, Quebec","Importations Guay Ltée, St-Bernard, Québec","Renovation of buildings 339 and 337, St-Bernard, Quebec","Rénovation des bâtiments 339 et 337, St-Bernard, Québec",2231752,2150664,2150664
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Johnson Controls Canada LP, Ottawa, Ontario","Johnson Controls Canada LP, Ottawa, Ontario","Betterments of heat recovery system campus Rigaud, Rigaud, Quebec","Améliorations du système de récupération de chaleur Campus Rigaud, Rigaud, Québec",2845374,1752477,2845374
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Lemay CO Inc, Montréal, Quebec","Lemay CO Inc, Montréal, Québec","Construction of the Laval Immigration Holding Centre, Laval, Quebec","Construction du Centre de Surveillance de l'Immigration, Laval, Québec",6118913,481038,4660982
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Luxton Construction Inc, Vancouver, British Columbia","Luxton Construction Inc, Vancouver, Colombie-Britannique","Various building renovation, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",588126,588126,588126
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","LEC Engineering Contracting Limited, North Vancouver, British Columbia","LEC Engineering Contracting Limited, North Vancouver, Colombie-Britannique","Renovation of Immigration holding centres, Surrey, British Columbia","Rénovation des centres d'accueil de l'immigration, Surrey, Colombie-Britannique",25867418,516934,25867418
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Niagara Holdings Inc, Niagara, Ontario","Niagara Holdings Inc, Niagara, Ontario","Restructuration and improvement of the border ports, Niagara Falls, Ontario","Restructuration et amélioration des ports frontaliers, Niagara Falls, Ontario",978410,0,978410
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Nickel Electric ltd, Brandon, Manitoba","Nickel Electric ltd, Brandon, Manitoba","Various building renovation, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",378378,0,378378
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Nitro Construction Ltd, Calgary, Alberta","Nitro Construction Ltd, Calgary, Alberta","Various building renovation, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",1405432,1174903,1174903
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Gatineau, Quebec","Travaux publics et Services gouvernementaux, Gatineau, Québec","Betterments of heat recovery system campus Rigaud, Rigaud, Quebec","Améliorations du système de récupération de chaleur Campus Rigaud, Rigaud, Québec",359013,359013,359013
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Gatineau, Quebec","Travaux publics et Services gouvernementaux, Gatineau, Québec","Land border crossing construction, Pigeon River, Ontario","Construction au port d'entrée, Pigeon River, Ontario",3482906,3482906,3482906
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Gatineau, Quebec","Travaux publics et Services gouvernementaux, Gatineau, Québec","Land border crossing construction, Pigeon River, Ontario","Construction au port d'entrée, Pigeon River, Ontario",494619,463047,463047
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Gatineau, Quebec","Travaux publics et Services gouvernementaux, Gatineau, Québec","Water Treatment System Upgrades, Various locations, Quebec","Modernisation du système de traitement de l'eau, Lieux variés, Québec",477631,477631,477631
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Montreal, Quebec","Travaux publics et Services gouvernementaux, Montréal, Québec","Construction of the Laval Immigration Holding Centre, Laval, Quebec","Construction du centre de surveillance de l'immigration, Laval, Québec",469166,208742,469166
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Vancouver, British Columbia","Travaux publics et Services gouvernementaux, Vancouver, Colombie-Britannique","Renovation of Immigration holding centres, Surrey, British Columbia","Rénovation des centres d'accueil de l'immigration, Surrey, Colombie-Britannique",527145,0,527145
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Winnipeg, Manitoba","Travaux publics et Services gouvernementaux, Winnipeg, Manitoba","Port of entry expansion, North Portal, Saskatchewan","Extension du Port d'entrée, North Portal, Saskatchewan",940268,280580,940268
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Public Works and Government Services, Winnipeg, Manitoba","Travaux publics et Services gouvernementaux, Winnipeg, Manitoba","Various building renovation, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",3521876,2970611,3521876
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Russell Chernoff Rand Thompson, Vancouver, British-Columbia","Russell Chernoff Rand Thompson, Vancouver, Colombie-Britannique","Various building renovation, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",422755,95270,422755
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Shared Services Canada, Halifax, Nova Scotia","Services partagés Canada, Halifax, Nouvelle-Écosse","Modernization of the OGD commercial site, St. John's, Newfoundland","Modernisation du site commercial de l'Interface avec les autres ministères, St. John's, Terre-Neuve",273354,0,273354
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Tisseur Inc., Val-David, Quebec","Tisseur Inc, Val-David, Québec","Construction immigration holding centre, Laval, Quebec","Construction du centre de surveillance de l'immigration, Laval, Québec",52337326,9170894,47072796
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Verne Reimer Architecture Inc, Winnipeg, Manitoba","Verne Reimer Architecture Inc, Winnipeg, Manitoba","Port of entry expansion, North Portal, Saskatchewan","Extension du Port d'entrée, North Portal, Saskatchewan",1437075,139900,1437075
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Zenith Paving ltd, Brandon, Manitoba","Zenith Paving ltd, Brandon, Manitoba","Various building renovation, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",2133704,1024949,2133704
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","9006-9311 QUÉBEC INC., Montréal, Quebec","9006-9311 QUÉBEC INC., Montréal, Québec","Construction of a shed and enlargement of the kennel, Rigaud, Quebec","Construction d'un hangar et agrandissement du chenil, Rigaud, Québec",10422615,7485310,9645103
2021/2022,21,"Public Safety","Sécurité publique",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","9006-9311 QUÉBEC INC., Montréal, Quebec","9006-9311 QUÉBEC inc., Montréal, Québec","Various building renovation, Various locations, Various provinces","Rénovation de divers bâtiments, Lieux variés, Plusieurs provinces",4623774,0,360000
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Aberdeen Paving Ltd, Bedford, Nova Scotia","Aberdeen Paving Ltd, Bedford, Nouvelle-Écosse","Containment berm construction, Newellton, Nova Scotia","Construction de la berme de confinement, Newellton, Nouvelle-Écosse",277503,0,174307
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Aberdeen Paving Ltd, Bedford, Nova Scotia","Aberdeen Paving Ltd, Bedford, Nouvelle-Écosse","Containment berm construction, Pinkney's Point, Nova Scotia","Construction de la berme de confinement, Pinkney's Point, Nouvelle-Écosse",388086,0,388086
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Advance Contract Services, Port Alberni, British Columbia","Advance Contract Services, Port Alberni, Colombie-Britannique","Float repairs, Vanocuver, British Columbia","Réparations de flotteurs, Vancouver, Colombie-Britannique",326311,230822,230822
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Ainsworth Inc, North York, Ontario","Ainsworth Inc, North York, Ontario","Holland building electrical system upgrade, Dartmouth, Nova Scotia","Mise à niveau du système électrique de l'édifice Holland, Dartmouth, Nouvelle-Écosse",447950,0,447950
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Alternative Concrete Technologies, Saint John, New Brunswick","Alternative Concrete Technologies, Saint John, Nouveau-Brunswick","Floating dock and gangway at SABS wharf and relocate to Bay Side, Nova Scotia","Quai flotant au SABS et relocalisation a Bay Side, Nouvelle-Écosse",237928,236372,236372
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Alva Construction Limited, Antigonish, Nova Scotia","Alva Construction Limited, Antigonish, Nouvelle-Écosse","Breakwater reconstruction, Finlay Point, Nova Scotia","Reconstruction du brise-lames, Finlay Point, Nouvelle-Écosse",631144,200590,631144
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Apple Electric Ltd, Campbell River, British Columbia","Apple Electric Ltd, Campbell River, Colombie-Britannique","Electrical upgrades, Bella Coola, British Columbia","Mises à niveau électriques, Bella Coola, Colombie-Britannique",348226,0,209344
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Aral ContructionLtd, Victoria, British Columbia","Aral Contruction Ltd, Victoria, Colombie-Britannique","Construction of Hangar Bridge walkway and entry vestibule, Vancouver, British Columbia","Construction du passerelle à Hangar Bridge et vestibule d'entrée, Vancouver, Colombie-Britannique",3400264,0,1571804
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Architecture49 Incorporated, Winnipeg, Manitoba","Architecture49 Incorporated, Winnipeg, Manitoba","Canadian Forest Fire Weather Index System, Winnipeg, Manitoba","Système canadien d'indice météorologique des feux de forêt, Winnipeg, Manitoba",1921521,0,1829211
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Atlantica Mechanical Contractors Inc, Dartmouth, Nova Scotia","Atlantica Mechanical Contractors Inc, Dartmouth, Nouvelle-Écosse","Heating and cooling valves upgrade at the Bedford Institute of Oceanography, Dartmouth, Nova Scotia","Mise à niveau des valves de chauffage et de refroidissement à l'Institut océanographique de Bedford, Dartmouth, Nouvelle-Écosse",266399,0,266399
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Atlantica Mechanical Contractors Inc, Dartmouth, Nova Scotia","Atlantica Mechanical Contractors Inc, Dartmouth, Nouvelle-Écosse","Heating line replacement, Bedford Institute of Oceanography, Dartmouth, Nova Scotia","Remplacement des lignes de chauffage à l'Institut océanographique de Bedford, Dartmouth, Nouvelle-Écosse",603940,0,603940
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Atlantica Mechanical Contractors Inc, Dartmouth, Nova Scotia","Atlantica Mechanical Contractors Inc, Dartmouth, Nouvelle-Écosse","Upgrade fire suppression system at Hangar K, Shearwater, Nova Scotia","Mise à niveau du système d'extinction d'incendie au hangar K, Shearwater, Nouvelle-Écosse",743675,252053,743675
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Avondale Construction Limited, Halifax, Nova Scotia","Avondale Construction Limited, Halifax, Nouvelle-Écosse","Construction of MCI heavy equipment facility, Bedford Institute of Oceanography, Dartmouth, Nova Scotia","Construction d'une installation d'équipement lourd à l'ICM, l'Institut océanographique de Bedford, Dartmouth, Nouvelle-Écosse",1470262,0,1470262
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Avondale Construction Limited, Halifax, Nova Scotia","Avondale Construction Limited, Halifax, Nouvelle-Écosse","Demolition and construction of a new chlorination laboratory at the Biological Station, St Andrews, New Brunswick","Démolition et reconstruction du laboratoire de chlorination de la station biologique, Saint-Andrews, Nouveau-Brunswick",2471872,0,1689981
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Avondale Construction Limited, Halifax, Nova Scotia","Avondale Construction Limited, Halifax, Nouvelle-Écosse","Fish Lab Renovation, Bedford Institute of Oceanography, Dartmouth, Nova Scotia","rénovations au laboratoire d'ichtyopathologie, l'Institut océanographique de Bedford, Dartmouth, Nouvelle-Écosse",15274893,1396,1724538
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc., Paradise, Newfoundland and Labrador","AFN Engineering Inc., Paradise, Terre-Neuve-et-Labrador","Engineering services for wharf reconstruction, Belleoram, Newfoundland and Labrador","Services d'ingénierie pour la reconstruction d'un quai, Belleoram, Terre-Neuve-et-Labrador",260671,31491,31491
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc., Paradise, Newfoundland and Labrador","AFN Engineering Inc., Paradise, Terre-Neuve-et-Labrador","Engineering services for wharf reconstruction, Fortune, Newfoundland and Labrador","Services d'ingénierie pour la reconstruction du quai, Fortune, Terre-Neuve-et-Labrador",252303,86550,86550
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AFN Engineering Inc., Paradise, Newfoundland and Labrador","AFN Engineering Inc., Paradise, Terre-Neuve-et-Labrador","Engineering services for wharf reconstruction, Grand Bank, Newfoundland and Labrador","Services d'ingénierie pour la reconstruction d'un quai, Grand Bank, Terre-Neuve-et-Labrador",251353,90377,90377
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","AIM Supply Ltd., Lake Cowichan, British Columbia","AIM Supply Ltd., Lake Cowichan, Colombie-Britannique","Purchase of timber to be used for various SCH projects, Richmond, British Columbia","Achat de bois à utiliser pour divers SCH projets, Richmond, Colombie-Britannique",322131,322131,322131
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","ASI Group Ltd, Port Coquitlam, British Columbia","ASI Group Ltd, Port Coquitlam, Colombie-Britannique","Mooring Inspections and Repairs, Fairview, British Columbia","Inspections et réparations d'amarrage, Fairview, Colombie-Britannique",366788,271885,350221
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","B&R Enterprises Ltd, Springdale, Newfoundland and Labrador","B&R Enterprises Ltd, Springdale, Terre-Neuve-et-Labrador","Small Boat Basin Construction, Cartwright, Newfoundland and Labrador","Construction d'un bassin pour petits bateaux, Cartwright, Terre-Neuve-et-Labrador",1943085,221250,221250
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","B&R Enterprises Ltd, Springdale, Newfoundland and Labrador","B&R Enterprises Ltd, Springdale, Terre-Neuve-et-Labrador","Wharf repairs, Daniel's Hr., Newfoundland and Labrador","Réparations de quai, Daniel's Hr., Terre-Neuve-et-Labrador",613327,613327,613327
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","B&R Enterprises Ltd, Springdale, Newfoundland and Labrador","B&R Enterprises Ltd, Springdale, Terre-Neuve-et-Labrador","Wharf repairs, Leading Tickles, Newfoundland and Labrador","Réparation de quai, Leading Tickles, Terre-Neuve-et-Labrador",581343,581343,581343
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Balodis Inc., Westville, Nova Scotia","Balodis Inc., Westville, Nouvelle Écosse","Wharf replacement","Remplacement de quai",477327,219879,460787
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Barry's Bulldozing, Rosedale, British Columbia","Barry's Bulldozing, Rosedale, Colombie-Britannique","Underground conduit installation, Steveston Paramount, British Columbia","Installation de conduits souterrains, Steveston Paramount, Colombie britannique",400997,132122,300997
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Barry's Bulldozing, Rosedale, British Columbia","Barry's Bulldozing, Rosedale, Colombie-Britannique","Valve replacement at the Kitimat River Hatchery, Kitimat, British Columbia","Remplacement de la valve à l'écloserie de la rivière Kitimat, Kitimat, Colombie-Britannique",378030,0,315763
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Brian MacGillivray Construction Ltd, Antigonish, Nova Scotia","Brian MacGillivray Construction Ltd, Antigonish, Nouvelle Écosse","Ballantyne's Cove Replace floating wharf","Crique de Ballantyne Remplacement du quai flotant",354491,248531,248531
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Broadwater Industries Ltd, Prince Rupert, British Columbia","Broadwater Industries Ltd, Prince Rupert, Colombie-Britannique","Construction work done at Port Edward - Phase 3, Port Edward, British Columbia,","Travaux de construction effectués à Port Edward - Phase 3, Port Edward, Colombie-Britannique",2518653,2492778,2492778
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Broadwater Industries Ltd, Prince Rupert, British Columbia","Broadwater Industries Ltd, Prince Rupert, Colombie-Britannique","Construction work done for float reconstruction, Port Edward, British Columbia","Travaux de construction effectués pour la reconstruction du flotteur, Port Edward, Colombie-Britannique",790128,395684,395684
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Broadwater Industries Ltd, Prince Rupert, British Columbia","Broadwater Industries Ltd, Prince Rupert, Colombie-Britannique","Demolition of old steel pipe breakwater and dispoal to appropraite recycling facility, Prince Rupert, British Columbia","Démolition d'ancien brise-lames en acier et élimination d'installation de recyclage, Prince Rupert, Colombie-Britannique",371662,74606,74606
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Broadwater Industries Ltd, Prince Rupert, British Columbia","Broadwater Industries Ltd, Prince Rupert, Colombie-Britannique","Dredging, Port Simpson, British Columbia","Dragage, Port Simpson, Colombie-Britannique",763000,0,601810
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Broadwater Industries Ltd, Prince Rupert, British Columbia","Broadwater Industries Ltd, Prince Rupert, Colombie-Britannique","Float replacement, Seal Cove, British Columbia","Remplacement de flotteur, Seal Cove, Colombie-Britannique",1400116,452914,871074
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Bulldog Contracting Ltd, Bonavista, Newfoundland and Labrador","Bulldog Contracting Ltd, Bonavista, Terre-Neuve-et-Labrador","Marginal wharf construction, Bonavista, Newfoundland and Labrador","Construction d'un quai marginal, Bonavista, Terre-Neuve-et-Labrador",2038989,517555,2019065
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Bulldog Contracting Ltd, Bonavista, Newfoundland and Labrador","Bulldog Contracting Ltd, Bonavista, Terre-Neuve-et-Labrador","Marginal wharf replacement, Bonavista, Newfoundland and Labrador","Remplacement du quai longitudinal, Bonavista, Terre-Neuve-et-Labrador",1236275,954845,954845
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Bursey Excavating & Development Inc, St. John's, Newfoundland and Labrador","Bursey Excavating & Development Inc, St.John's, Terre-Neuve-et-Labrador","Southside base security trailer, St. John's, Newfoundland and Labrador","Roulotte de sécurité de la base Southside, St. John's, Terre-Neuve-et-Labrador",271000,271000,271000
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","BGIS Global Integrated Solutions, Markham, Ontario","BGIS Global Integrated Solutions, Markham, Ontario","Major Capital projects at Freshwater Institute, Winnipeg, Manitoba","Grands projects d'immobilisation à Freshwater Institute, Winnipeg, Manitoba",2427449,807150,2052630
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","BGIS Global Integrated Solutions, Markham, Ontario","BGIS Global Integrated Solutions, Markham, Ontario","Major Capital projects at Freshwater Institute, Winnipeg, Manitoba","Grands projects d'immobilisation à Freshwater Institute, Winnipeg, Manitoba",2670297,0,2666775
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","BGIS Global Integrated Solutions, Markham, Ontario","BGIS Global Integrated Solutions, Markham, Ontario","Major Capital projects at Freshwater Institute, Winnipeg, Manitoba","Grands projects d'immobilisation à Freshwater Institute, Winnipeg, Manitoba",2333828,1507486,2333828
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","BGIS Global Integrated Solutions, Markham, Ontario","BGIS Global Integrated Solutions, Markham, Ontario","Replace Generators and Controls, Winnipeg, Manitoba","Remplacer les génératrices et les commandes, Winnipeg, Manitoba",569746,260588,376798
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","BGIS Global Integrated Solutions, Markham, Ontario","BGIS Global Integrated Solutions, Markham, Ontario","Replace HVAC pumps, Winnipeg, Manitoba","Remplacer les pompes CVC, Winnipeg, Manitoba",463994,414015,463994
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","BGIS Global Integrated Solutions, Markham, Ontario","BGIS Global Integrated Solutions, Markham, Ontario","Roof envelope system replacement at Freshwater Institute, Winnipeg, Manitoba","Remplacement du système d'enveloppe de toit à Freshwater Institute, Winnipeg, Manitoba",557340,0,557340
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","C.C. MacDonald Limited, Halifax, Nova Scotia","C.C. MacDonald Limited, Halifax, Nouvelle-Écosse","Ellis lab ventilation upgrade at the Bedford Institute of Oceanography, Dartmouth, Nova Scotia","Mise à niveau du système de ventilation de Ellis lab à l'Institut océanographique de Bedford, Dartmouth, Nouvelle-Écosse",1571746,0,1571746
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Canadadrill-CBCL joint venture, Clyde River, Nunavut","Canadadrill-CBCL joint venture, Clyde River, Nunavut","Harbour development, Clyde River, Nunavut","Développement portuaire, Clyde River, Nunavut",4000309,1666528,3240989
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Canotech Consultants Ltd, Winnipeg, Manitoba","Canotech Consultants Ltd, Winnipeg, Manitoba","Elevator modernization at Freshwater Institute, Winnipeg, Manitoba","Modernisation de l'ascenseur à Freshwater Institute, Winnipeg, Manitoba",687515,0,682153
2021/2022,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Chimo Construction, St. John's, Newfoundland and Labrador","Chimo Construction, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","New CCG Stations, Old Perlican, Newfoundland and Labrador","Nouvelle GCC gare, Old Perlican, Terre-Neuve-et-Labrador",5232799,5000,5231548
